time_s,original_acc_x,original_acc_y,original_acc_z,original_gyr_x,original_gyr_y,original_gyr_z,rigid_acc_x,rigid_acc_y,rigid_acc_z,rigid_gyr_x,rigid_gyr_y,rigid_gyr_z,compensated_acc_x,compensated_acc_y,compensated_acc_z,compensated_gyr_x,compensated_gyr_y,compensated_gyr_z
48.625000,-0.84985399,4.62432909,8.09184647,-0.16645800,-0.05616600,0.01028300,-0.69440496,3.84908128,8.92058086,-0.01683811,0.01927617,-0.01064505,-0.52062541,3.61159945,8.99492550,0.03977371,0.02644042,-0.01032069
48.650002,-0.95308399,5.19631100,8.32098866,0.23373300,0.11283600,-0.06945800,-0.71702802,3.82823968,8.98743057,-0.03110410,0.01925402,0.00218417,-0.50518310,3.58440304,9.08433914,-0.02852059,0.00876155,0.01462958
48.674999,-1.23630095,5.72907686,8.42573357,-0.08428200,-0.01456300,0.02738000,-0.78870332,3.84006763,8.95214939,-0.01197189,0.01881464,0.01478790,-0.56174237,3.54296350,9.07396984,-0.03655759,0.00408938,0.02470716
48.700001,-0.90912300,4.97219896,8.03982067,-0.10974900,-0.01663100,0.05750400,-0.74731380,3.93982315,8.87736511,0.00835858,0.00343505,0.01565132,-0.57923478,3.75244999,8.92658806,0.02118223,0.01083552,0.01686982
48.724998,-1.10571206,5.21261311,8.18198681,0.19822501,0.04145600,-0.04533600,-0.75641316,3.97212553,8.93050003,0.03169912,-0.00634662,0.00854268,-0.54748464,3.65530920,9.00265026,0.02253082,-0.00960815,0.02526414
48.750000,-1.06156504,5.86751986,8.32470703,0.05140100,-0.04183200,0.00688400,-0.75000983,3.94251180,8.89976501,0.00483946,-0.01492681,0.00392158,-0.54124701,3.70593691,9.05199814,0.00103763,-0.01690355,0.00955250
48.775002,-0.91495103,5.23752689,8.22049522,-0.21398100,-0.02805200,0.04987800,-0.70546269,3.91979933,8.93481922,-0.00133303,-0.02179375,0.01025483,-0.47169822,3.60992765,8.98504639,0.01702935,-0.02115182,0.00378934
48.799999,-1.02474999,4.92824078,8.19923687,0.04893100,0.00112800,0.00843200,-0.71185917,3.86236787,8.91998863,-0.02510135,-0.02150459,0.02097926,-0.46738824,3.59879208,9.05874729,0.00341853,-0.01794401,0.02240027
48.825001,-0.97561598,5.47674608,8.17742825,0.10391500,-0.03311600,0.01617600,-0.69191360,3.89689755,8.81556511,0.00933491,-0.02094879,0.03079725,-0.49299917,3.61234331,8.94157791,-0.00752795,-0.02865117,0.03506547
48.849998,-0.98059797,5.46178722,8.10234737,-0.06911000,-0.00816600,0.04699800,-0.72251654,3.84684110,8.72678089,-0.00272001,-0.02681536,0.02523694,-0.52818429,3.69548655,8.87170219,0.00820300,-0.02602467,0.02780650
48.875000,-1.05006397,4.86144018,8.18772697,-0.11196100,-0.01287500,0.04667100,-0.76335615,3.76286530,8.84013653,0.01147981,-0.01955868,0.03011676,-0.51993096,3.40315914,8.91600418,0.03408456,-0.02232044,0.02845771
48.900002,-0.96663600,5.13761806,8.24348640,0.19740500,-0.02186800,0.00660300,-0.69243950,3.84791493,8.87620354,0.01703340,-0.00366854,0.02841186,-0.51595134,3.63048029,9.01051331,0.00497745,-0.02029090,0.03218240
